/v.vds`V`float	irff130.dut_mos/0:_0`-`float	irff130.dut_mos/0:_1`-`float	irff130.dut_mos/0:_2`-`float	irff130.dut_mos/0:_3`-`float	irff130.dut_mos/0:_4`-`float	irff130.dut_mos/0:_5`-`float	irff130.dut_mos/0:_6`-`float	irff130.dut_mos/0:_7`-`float	irff130.dut_mos/0:_8`-`float	irff130.dut_mos/0:_9`-`float	irff130.dut_mos/0:_10`-`float	irff130.dut_mos/0:_11`-`float	irff130.dut_mos/0:_12`-`float	irff130.dut_mos/0:_13`-`float	irff130.dut_mos/0:_14`-`float	irff130.dut_mos/0:_15`-`float	irff130.dut_mos/0:_16`-`float	irff130.dut_mos/0:_17`-`float	irff130.dut_mos/0:_18`-`float	irff130.dut_mos/0:_19`-`float	irff130.dut_mos/0:_20`-`float	irff130.dut_mos/0:_21`-`float	irff130.dut_mos/0:_22`-`float	irff130.dut_mos/0:_23`-`float	irff130.dut_mos/0:_24`-`float	irff130.dut_mos/0:_25`-`float	irff130.dut_mos/0:_26`-`float	irff130.dut_mos/0:_27`-`float	irff130.dut_mos/0:_28`-`float	irff130.dut_mos/0:_29`-`float	irff130.dut_mos/0:_30`-`float	irff130.dut_mos/0:_31`-`float	irff130.dut_mos/0:_32`-`float	irff130.dut_mos/0:_33`-`float	irff130.dut_mos/0:_34`-`float	irff130.dut_mos/0:_35`-`float	irff130.dut_mos/0:_36`-`float	irff130.dut_mos/0:_37`-`float	irff130.dut_mos/0:_38`-`float	irff130.dut_mos/0:_39`-`float	irff130.dut_mos/0:_40`-`float	irff130.dut_mos/0:_41`-`float	irff130.dut_mos/0:_42`-`float	irff130.dut_mos/0:_43`-`float	irff130.dut_mos/0:_44`-`float	irff130.dut_mos/0:_45`-`float	irff130.dut_mos/0:_46`-`float	irff130.dut_mos/0:_47`-`float	irff130.dut_mos/0:_48`-`float	irff130.dut_mos/0:_49`-`float	irff130.dut_mos/0:_50`-`float	irff130.dut_mos/0:_51`-`float	irff130.dut_mos/0:_52`-`float	irff130.dut_mos/0:_53`-`float	irff130.dut_mos/0:_54`-`float	irff130.dut_mos/0:_55`-`float	irff130.dut_mos/0:_56`-`float	irff130.dut_mos/0:_57`-`float	irff130.dut_mos/0:_58`-`float	irff130.dut_mos/0:_59`-`float	irff130.dut_mos/0:_60`-`float	irff130.dut_mos/0:_61`-`float	irff130.dut_mos/0:_62`-`float	irff130.dut_mos/0:_63`-`float	irff130.dut_mos/0:_64`-`float	irff130.dut_mos/0:_65`-`float	irff130.dut_mos/0:_66`-`float	irff130.dut_mos/0:_67`-`float	irff130.dut_mos/0:_68`-`float	irff130.dut_mos/0:_69`-`float	irff130.dut_mos/0:_70`-`float	irff130.dut_mos/0:_71`-`float	irff130.dut_mos/0:_72`-`float	irff130.dut_mos/0:_73`-`float	irff130.dut_mos/0:_74`-`float	irff130.dut_mos/0:_75`-`float	irff130.dut_mos/0:_76`-`float	irff130.dut_mos/0:_77`-`float	irff130.dut_mos/0:_78`-`float	irff130.dut_mos/0:_79`-`float	irff130.dut_mos/0:_80`-`float	irff130.dut_mos/0:_81`-`float	irff130.dut_mos/0:_82`-`float	irff130.dut_mos/0:_83`-`float	irff130.dut_mos/0:_84`-`float	irff130.dut_mos/0:_85`-`float	irff130.dut_mos/0:_86`-`float	irff130.dut_mos/0:_87`-`float	irff130.dut_mos/0:_88`-`float	irff130.dut_mos/0:_89`-`float	irff130.dut_mos/0:_90`-`float	irff130.dut_mos/0:_91`-`float	irff130.dut_mos/0:_92`-`float	irff130.dut_mos/0:_93`-`float	irff130.dut_mos/0:_94`-`float	irff130.dut_mos/0:_95`-`float	irff130.dut_mos/0:_96`-`float	irff130.dut_mos/0:_97`-`float	irff130.dut_mos/0:_98`-`float	irff130.dut_mos/0:_99`-`float	irff130.dut_mos/0:_100`-`float	irff130.dut_mos/0:_101`-`float	irff130.dut_mos/0:_102`-`float	irff130.dut_mos/0:_103`-`float	irff130.dut_mos/0:_104`-`float	irff130.dut_mos/0:_105`-`float	irff130.dut_mos/0:_106`-`float	irff130.dut_mos/0:_107`-`float	irff130.dut_mos/0:_108`-`float	irff130.dut_mos/0:_109`-`float	irff130.dut_mos/0:_110`-`float	irff130.dut_mos/0:_111`-`float	irff130.dut_mos/0:_112`-`float	irff130.dut_mos/0:_113`-`float	irff130.dut_mos/0:_114`-`float	irff130.dut_mos/0:_115`-`float	irff130.dut_mos/0:_116`-`float	irff130.dut_mos/0:_117`-`float	irff130.dut_mos/0:_118`-`float	irff130.dut_mos/0:_119`-`float	irff130.dut_mos/0:_120`-`float	irff130.dut_mos/0:_121`-`float	irff130.dut_mos/0:_122`-`float	irff130.dut_mos/0:_123`-`float	irff130.dut_mos/0:_124`-`float	irff130.dut_mos/0:_125`-`float	irff130.dut_mos/0:_126`-`float	irff130.dut_mos/0:_127`-`float	irff130.dut_mos/0:_128`-`float	irff130.dut_mos/0:_129`-`float	irff130.dut_mos/0:_130`-`float	irff130.dut_mos/0:_131`-`float	irff130.dut_mos/0:_132`-`float	irff130.dut_mos/0:_133`-`float	irff130.dut_mos/0:_134`-`float	irff130.dut_mos/0:_135`-`float	irff130.dut_mos/0:_136`-`float	irff130.dut_mos/0:_137`-`float	irff130.dut_mos/0:_138`-`float	irff130.dut_mos/0:_139`-`float	irff130.dut_mos/0:_140`-`float	irff130.dut_mos/0:_141`-`float	irff130.dut_mos/0:_142`-`float	irff130.dut_mos/0:_143`-`float	irff130.dut_mos/0:_144`-`float	irff130.dut_mos/0:_145`-`float	irff130.dut_mos/0:_146`-`float	irff130.dut_mos/0:_147`-`float	irff130.dut_mos/0:_148`-`float	irff130.dut_mos/0:_149`-`float	irff130.dut_mos/0:_150`-`float	irff130.dut_mos/0:_151`-`float	irff130.dut_mos/0:_152`-`float	irff130.dut_mos/0:_153`-`float	irff130.dut_mos/0:_154`-`float	irff130.dut_mos/0:_155`-`float	irff130.dut_mos/0:_156`-`float	irff130.dut_mos/0:_157`-`float	irff130.dut_mos/0:_158`-`float	irff130.dut_mos/0:_159`-`float	irff130.dut_mos/0:_160`-`float	irff130.dut_mos/0:_161`-`float	irff130.dut_mos/0:_162`-`float	irff130.dut_mos/0:_163`-`float	irff130.dut_mos/0:_164`-`float	irff130.dut_mos/0:_165`-`float	irff130.dut_mos/0:_166`-`float	irff130.dut_mos/0:_167`-`float	irff130.dut_mos/0:_168`-`float	irff130.dut_mos/0:_169`-`float	irff130.dut_mos/0:_170`-`float	irff130.dut_mos/0:_171`-`float	irff130.dut_mos/0:_172`-`float	irff130.dut_mos/0:_173`-`float	irff130.dut_mos/0:_174`-`float	irff130.dut_mos/0:_175`-`float	irff130.dut_mos/0:_176`-`float	irff130.dut_mos/0:_177`-`float	irff130.dut_mos/0:_178`-`float	irff130.dut_mos/0:_179`-`float	irff130.dut_mos/0:_180`-`float	irff130.dut_mos/0:_181`-`float	irff130.dut_mos/0:_182`-`float	irff130.dut_mos/0:_183`-`float	irff130.dut_mos/0:_184`-`float	irff130.dut_mos/0:_185`-`float	irff130.dut_mos/0:_186`-`float	irff130.dut_mos/0:_187`-`float	irff130.dut_mos/0:_188`-`float	irff130.dut_mos/0:_189`-`float	irff130.dut_mos/0:_190`-`float	irff130.dut_mos/0:_191`-`float	irff130.dut_mos/0:_192`-`float	irff130.dut_mos/0:_193`-`float	irff130.dut_mos/0:_194`-`float	irff130.dut_mos/0:_195`-`float	irff130.dut_mos/0:_196`-`float	irff130.dut_mos/0:_197`-`float	irff130.dut_mos/0:_198`-`float	irff130.dut_mos/0:_199`-`float	irff130.dut_mos/0:_200`-`float
-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-49.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-48.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-46.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-45.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
